source,document,if_literary,target,score,model,pair,len_source
"Cohren glanced over to one of the other tanks and spotted Harris with his squad. From the back of his pack he could just make out the movement of a small chicken moving its head around, scanning the surroundings.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"Cohren se podíval na jeden z ostatních tanků a spatřil Harrise s jeho družinou. Z zadní části jeho balíčku mohl jen vycítit pohyb malé slepice, která se dívala kolem, aby prozkoumala okolí.
",0.8,Aya23,en-cs,39
"“Yup, he still has him” Cohren answered as the tank's turret hatch clanked open and its commander came into view.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"„Jo, pořád ho má,“ odpověděl Cohren, když se otevřel poklop věže a objevil se její velitel.
",0.8,Aya23,en-cs,20
"“All tanks were moving out” The commander started calmly but clearly into his headset. The engines of a platoon of tanks and Strykers roared to life as they started moving forward. The Kronos Cohren was on jolted as its break released and moved forward, getting into formation. The tanks took up a wedge formation as they moved across the Itania plains. The winter storms had frozen over the wetlands and forests, but the mud always remained.
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"„Všechny tanky se pohybují ven.“ Velitel začal klidně, ale jasně do svého sluchátka. Motory roje tanků a Strykery se rozřvaly, když se začaly pohybovat vpřed. Kronos Cohren se třásl, když se jeho brzda uvolnila a pohyboval vpřed, dostal se do formace. Tanky zaujaly klínovou formaci, když se pohybovaly přes Itánskou nížinu. Zimní bouře zamrzly mokřady a lesy, ale bláto vždy zůstávalo.
",0.65,Aya23,en-cs,76
"After around an hour, one of the new recruits, Cohren, remembered his name being Orson, spoke up. “Lieutenant, you’ve been here since the start of the war, right?”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"Po přibližně hodině se jeden z nových náborů, Cohren, vzpomněl, že jeho jméno je Orson, promluvil. „Poruchiku, jste tu od začátku války, že?“
",0.8,Aya23,en-cs,28
"“Yup, Operation Firestorm,” Cohren answered. “We thought it would be over in a few weeks, but…we underestimate them”
","literary	test-en-literary_the_other_side_stormfall_chunk_2_words_956
",True,"„Jo, operace Požár,“ odpověděl Cohren. „Mysleli jsme si, že to bude trvat pár týdnů, ale… podcenili jsme je.“
",1.0,Aya23,en-cs,18
"Stealthily I made my way towards the back of the store, murmurs and talking heard beyond a metal grate which took a few yanks to tear off. Climbing into the vent was the safest and quietest option for me right now; climbing my way through, I’d pick up on conversations and talks between strangely dressed men. I noticed Al inside, chained. Figures he’d get caught eventually.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Nenápadně jsem zamířil k zadní části obchodu, za kovovou mříží, kterou bylo třeba několika škubnutí utrhnout, se ozývalo mumlání a hovory. Vlézt do ventilace byla pro mě momentálně nejbezpečnější a nejtišší možnost; když jsem lezl dovnitř, zachytával jsem hovory a rozhovory mezi podivně oblečenými muži. Uvnitř jsem si všiml Ala, spoutaného řetězy. Počítal jsem s tím, že ho nakonec chytí.
",0.98,CUNI-DocTransformer,en-cs,66
"Alborn was a great guy, but this looked serious. No need to stick my nose out for someone, especially when they seem like they’ve just gotten into trouble with every authority in the city. Yet, I still couldn’t shake the feeling. Letting a silent sigh escape me, I slowly warped off the grate below, dropping down into the quiet room. “Psst. Al. Al!” I whispered, giving a soft yell at his lack of response. “Lilith? What are you doing here..? You’ve gotta leave, he’ll catch you.”
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Alborn byl skvělý chlap, ale tohle vypadalo vážně. Nebylo třeba kvůli někomu vystrkovat nos, zvlášť když to vypadalo, že se právě dostal do problémů se všemi úřady ve městě. Přesto jsem se toho pocitu pořád nemohl zbavit. Nechal jsem ze sebe uniknout tichý povzdech, pomalu jsem se odpoutal od mříže dole a spustil se dolů do tiché místnosti. „Psst. Ale. Ale!“ zašeptal jsem a tiše zařval, protože neodpověděl. „Lilith? Co tady děláš...? Musíš odejít, on tě chytí.“
",0.79,CUNI-DocTransformer,en-cs,86
"No shit, I silently voiced to myself. Attempting to lockpick the chains that wrapped around his arms, voices closed in on our location, the faint footsteps growing ever louder. “Quick! Get back in the vent, and leave. Do not come back. If we meet again, it won’t be in this city.” He said hurriedly, the flash of panic on his face didn’t help my nerves at all. Listening to his advice. I couldn’t bring myself to stay longer. Fuck, Al. I quickly ran for it after exiting the vent; it hurt a bit to lose such an invaluable friend. Were they moving him to the…other city? So many things were flicking through my slightly scattered mind, and most of them were angry but sad. I’d done numerous kinds of research on the outer cities, and the capital of the infected, Alcatraz, which they named after the prison – felt like it fit the name pretty well from what I’d read. Not to mention the unmutated had cut any remaining connecting land with infected land, it was…tragic.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Nekecej, tiše jsem si pro sebe řekl. Pokoušel jsem se uzamknout řetězy, které se mu ovinuly kolem paží, hlasy se blížily k naší poloze, slabé kroky byly stále hlasitější. „Rychle! Vrať se zpátky do ventilace a odejdi. Nevracej se. Jestli se ještě potkáme, nebude to v tomhle městě.“ řekl spěšně, záblesk paniky v jeho tváři mi na nervy vůbec nepomohl. Poslouchal jsem jeho rady. Nedokázal jsem se přinutit zůstat déle. Kurva, Ale. Po odchodu z ventilace jsem se rychle rozběhl; trochu to bolelo, když jsem přišel o tak neocenitelného přítele. Stěhovali ho do jiného města? Tolik věcí se mihlo mou lehce rozptýlenou myslí a většina z nich byla naštvaná, ale smutná. Provedl jsem četné výzkumy o vnějších městech a hlavní město nakažených, Alcatraz, které pojmenovali po věznici – měl jsem pocit, že podle toho, co jsem četl, to jméno docela dobře sedí. Nemluvě o tom, že nemutovaní přeťali jakoukoliv zbývající spojnici s nakaženou zemí, bylo to... tragické.
",0.805,CUNI-DocTransformer,en-cs,176
"The walk home was quiet, but so loud. The thoughts infecting my brain were booming, and the regret of not having stayed to help flashed over multiple times. I finally arrived home, almost brought to tears by the dreadful walk in the burst of sounds from the clouds above, the thunderous booms were enough to frighten any person sometimes. Dad was already passed out on the couch, some rerun of an older movie, probably 10-12 years old; sighing, I quietly crept my way back to my room. Flopping in the bed, I wasn’t able to keep my eyes open for long. Before long, slumber crept up on me.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Cesta domů byla tichá, ale tak hlasitá. Myšlenky infikující můj mozek duněly a lítost nad tím, že jsem nezůstal a nepomohl, se mihla několikanásobně. Konečně jsem dorazil domů, téměř dohnán k slzám tou strašlivou chůzí v přívalu zvuků z mraků nad námi, hromové dunění stačilo občas vyděsit každého člověka. Táta už ležel v bezvědomí na gauči, nějaká repríza staršího filmu, asi 10-12 let starého; s povzdechem jsem se tiše odplížil zpátky do svého pokoje. Jak jsem se plácal v posteli, nedokázal jsem dlouho udržet oči otevřené. Zanedlouho se ke mně přikradl spánek.
",0.86,CUNI-DocTransformer,en-cs,108
"The days rolled past before I could even realize it. It was a few days since Alborn was taken away – to where I had no clue, but I knew he was taken somewhere. Those outfits seemed familiar, but no way was I going to figure it out on the first try. Sighing, I placed my hands on the system in front of me, emanating a red and purple glow – I could hack the security, the place isn’t far, and I doubt they took measures...Maybe I shouldn’t. Of course, against all morals, my fingers moved without my knowing, pulling up multiple screens; god I’m good. I was pretty popular on a couple of websites, they referred to me as “WRAITH.” Which was a pretty catchy name. Granted my name on any site is WR417H, but I like to think the public came up with it.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Dny ubíhaly dřív, než jsem si to vůbec stačil uvědomit. Bylo to pár dní, co Alborna odvezli – tam, kde jsem neměl ponětí, ale věděl jsem, že ho někam odvezli. Ty obleky mi připadaly povědomé, ale rozhodně jsem na to nepřišel hned na první pokus. S povzdechem jsem položila ruce na systém před sebou a vydávala červenou a fialovou záři – mohla jsem se nabourat do zabezpečení, to místo není daleko a pochybuju, že podnikli nějaká opatření... Možná bych neměla. Samozřejmě, proti vší morálce se mé prsty pohybovaly, aniž bych o tom věděla, a vytahovaly několik obrazovek; bože, já jsem dobrá. Byla jsem dost populární na několika internetových stránkách, označovaly mě jako „WRAITH.“ Což bylo docela chytlavé jméno. Připusťme, že mé jméno na kterékoli stránce je WR417H, ale ráda si myslím, že s tím přišla veřejnost.
",0.835,CUNI-DocTransformer,en-cs,146
"Moving the surveillance onto my mobile device, I watched each one intently. Nothing. It was like they were never there. That makes no sense. Cameras had tight security, even with remote access. How..? ARGH. I stood angrily, ready to remove some thoughts from my head – I made my way over, sliding on shoes and taking my keys. “I’ll be back soon, Dad.”Silence. Whatever, he didn’t usually respond, he was probably busy doing something more important than me anyway.
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Přesunula jsem sledování na své mobilní zařízení a každou z nich pozorně sledovala. Nic. Bylo to, jako by tam nikdy nebyly. To nedává smysl. Kamery měly přísnou bezpečnost, dokonce i s dálkovým přístupem. Jak.? ARGH. Vztekle jsem stála, připravená vypudit z hlavy nějaké myšlenky – prošla jsem se k nim, vklouzla na botách a vzala si klíče. „Brzy se vrátím, tati.“Ticho. Ať je to, co chce, obvykle neodpovídal, stejně měl nejspíš plné ruce práce s něčím důležitějším, než jsem já.
",0.845,CUNI-DocTransformer,en-cs,79
"With a quick jolt, I felt a shiver enthrall its way down my spine as I made my way out of the apartment; weird. Ignoring the feeling, I urged myself to head towards Al’s to investigate a little, but my legs moved towards Anton’s small bar – it was a pretty calm place, and I definitely needed to talk to someone. Who better than a bartender who owes you something?
","literary	test-en-literary_detestable_chunk_2_words_945
",True,"Rychlým trhnutím jsem ucítila, jak mi po páteři přeběhl záchvěv; divné. Nevšímala jsem si toho pocitu a naléhala na sebe, abych zamířila k Alovi, abych to trochu prozkoumala, ale nohy se mi pohnuly směrem k Antonovu malému baru – bylo to docela klidné místo a rozhodně jsem si potřebovala s někým promluvit. Kdo jiný než barman, který vám něco dluží?
",0.825,CUNI-DocTransformer,en-cs,70
